HeartRate,BloodPressure,AnomalyLabel
84.32877597085061,99.85243269307134,0.0
80.85432719063971,100.64561297955404,0.0
81.53649760438304,107.09725455811349,0.0
82.21909714073114,102.94988144241591,0.0
80.97044996449154,105.27909422302872,0.0
84.1784605603257,109.72485094949364,0.0
92.27650069955448,101.33825151785499,0.0
82.29590039614219,102.47843594409417,0.0
85.63282514773879,113.25796316582166,0.0
83.20421430633505,101.18125348772283,0.0
84.11272456051594,105.16813537700627,0.0
79.24107452482208,91.63794626896703,0.0
79.90491896048655,104.2348959927328,0.0
63.79366329965464,115.38755992446369,0.0
81.76027698257148,122.61921500713991,0.0
83.16959511159006,126.39116805444067,0.0
93.6008458329481,98.96410682784229,0.0
86.1890815598673,103.43105721028604,0.0
72.84929311019684,100.9609235853521,0.0
71.10639875547861,113.23079273116029,0.0
70.06215542699553,118.50221742113493,0.0
88.77670421221602,120.72507337309803,0.0
74.28514851084688,123.64140429973844,0.0
82.41236207621593,94.29499396376823,0.0
32.075800790000386,142.6067383745061,1.0
78.80525976566796,102.83177679397195,0.0
75.10618142108846,130.574954697117,0.0
79.87937456444999,123.17597535607959,0.0
77.64034067105283,108.14712341122292,0.0
76.61419144243945,124.90726136849952,0.0
78.32107650354936,110.24219456672758,0.0
82.2213165574302,107.41095026295923,0.0
37.35485158689389,155.42800169319963,1.0
93.16191032418695,123.73658545162958,0.0
72.88873145201163,119.3259083187309,0.0
80.83226104106528,111.598563919974,0.0
77.65412173947648,111.84680305864909,0.0
81.33525132934629,88.48184598670696,0.0
84.63088773765821,117.78361076166638,0.0
82.02025428407269,99.60094072874469,0.0
84.2882981160101,115.41462728204787,0.0
82.96550628984193,111.26379579546412,0.0
79.77206991822251,121.26050250772168,0.0
88.98843263424762,109.7347874075094,0.0
33.41883510924743,160.41772976591923,1.0
49.653974845911705,179.74669033178205,1.0
78.95938874821363,113.88578604530964,0.0
76.42348145370016,119.6387911679491,0.0
85.47095759235474,118.52773675122219,0.0
49.37570137626558,172.06374862164685,1.0
83.85432596943484,121.64739354457171,0.0
88.82727120140548,112.33785911790747,0.0
82.94158603242288,115.07991326912544,0.0
77.65262807032524,120.49552715319335,0.0
82.40504615868356,105.73642403794457,0.0
77.48262172941901,113.2876241030348,0.0
79.63994939209833,97.05318524279095,0.0
77.05317621527894,109.93929088460106,0.0
74.3863898921885,104.51275092259039,0.0
77.17960684631636,110.97983153470895,0.0
80.06296200390898,100.66732040926804,0.0
76.48411787437057,101.56753404683808,0.0
42.096594152746256,174.3076263088249,1.0
52.038844371688164,163.6948115779145,1.0
80.14878069747873,110.21311648671943,0.0
83.95831346981468,108.55912444278384,0.0
73.09949270892554,126.07345576019992,0.0
32.37275221433786,156.7441418785541,1.0
72.87625906893271,131.42270358611864,0.0
80.93227157384713,104.46411758292005,0.0
82.35734178567998,95.61722021682633,0.0
81.92032724469654,116.62881268667412,0.0
70.79562884334177,108.95550781462528,0.0
81.29941397124212,108.26928175716131,0.0
78.28656202959826,106.08241850956178,0.0
77.70319550229878,111.76441555277225,0.0
76.99146693885301,107.42623462576655,0.0
78.0333059383632,106.6618051024399,0.0
83.54501878794257,116.45215585950056,0.0
83.10336048775339,103.07579020126144,0.0
73.3988339648968,130.13387247526623,0.0
89.40578534720295,114.96699223236521,0.0
89.32887255572378,103.11849654822277,0.0
67.64177749936356,103.97787939638219,0.0
42.773769379581914,175.69208575796048,1.0
82.36916460455893,132.52435805344308,0.0
45.054701591666266,171.83628267482757,1.0
85.79664901682123,105.25096343377476,0.0
77.56196887963753,119.13584626233249,0.0
82.71680096189968,115.82097703468615,0.0
74.81376922836772,130.61503576636397,0.0
79.71527188139466,105.64513629430157,0.0
75.84524941794481,124.77530081055262,0.0
74.46737045629165,106.46833707189312,0.0
86.38832447894212,110.28181157369129,0.0
80.33764102343962,109.75645407739017,0.0
78.45226780343005,129.38928999058285,0.0
76.4782815472862,116.3472146856177,0.0
82.23854280008658,112.23238914129159,0.0
79.96013679341691,104.48141854107553,0.0
80.75196893238103,112.99292580406492,0.0
77.77853369961944,110.20793707675408,0.0
85.32740187532676,100.12820472848816,0.0
72.92314628974793,119.98010109859652,0.0
71.37541083743484,127.3596380316525,0.0
90.37700399322719,102.52788320852177,0.0
81.61359280169044,95.21088431225871,0.0
80.9330456157818,103.79152401748884,0.0
79.72852566741093,119.85729995679863,0.0
73.2007192951004,94.29123847931501,0.0
81.05508733601309,121.07080669286972,0.0
85.14577818662822,117.9994190194205,0.0
74.71144535522049,116.4719593970274,0.0
78.45393812074393,121.72729019259364,0.0
78.07722227885087,104.6729916033809,0.0
74.8674235029447,117.47910256117534,0.0
83.79484610246634,122.47742072673734,0.0
82.36298741206521,93.83689391563412,0.0
83.75693561685894,128.54092566334188,0.0
87.8276201461717,121.00959634998571,0.0
73.27774744482862,117.08214423256557,0.0
78.4541393826568,94.1586405699451,0.0
84.79635413042604,93.86438602123259,0.0
80.85684140594985,105.4111573713106,0.0
86.23042596248814,107.61067900830305,0.0
74.01061053705575,116.73181351269959,0.0
41.973157074055955,163.0351598449748,1.0
84.11585291980957,100.44877420650647,0.0
82.28376609576893,141.37748533659993,0.0
76.6153899984702,114.94030186282738,0.0
91.49449061809625,107.75144018191921,0.0
84.92161199238292,109.6677000935554,0.0
80.32140009547732,110.4381147197911,0.0
73.74443211807349,103.22255029475149,0.0
87.0467372009279,110.76851882958768,0.0
78.77128467957027,99.37606471853121,0.0
30.600968988911355,139.95625088437055,1.0
81.11066885816857,112.67126651011483,0.0
83.28276804316914,106.75168616491378,0.0
83.37409746083301,91.1815095450236,0.0
80.90933127529247,114.28816500330574,0.0
71.43432735454562,96.52873710470304,0.0
76.8759071115216,110.70052163113182,0.0
74.98735317681096,84.0895770785509,0.0
75.30060106836322,115.86364018755093,0.0
79.51970050137675,93.98034188102832,0.0
83.10904981108598,102.57529414301952,0.0
24.462412339839357,147.17026181911382,1.0
67.59660038911078,148.52796454206197,1.0
68.94432345496057,109.64358517702516,0.0
86.76936187082707,100.28385961489349,0.0
77.94061516938767,113.67365506816178,0.0
81.8433665443645,116.96954404510736,0.0
83.43130095187257,116.33776880932099,0.0
42.653623493996285,191.61081373136747,1.0
83.16465908877755,112.6032183877122,0.0
80.55461294854933,114.36323669674032,0.0
73.89578175014489,125.73986763290033,0.0
82.53637015553649,110.06422269810938,0.0
81.04431797502377,97.7423433699766,0.0
86.78120014285412,98.80330105373856,0.0
81.20981135783018,130.75260872625265,0.0
34.910363742925014,190.98040302990375,1.0
82.56633716556678,108.03650150915021,0.0
78.89515200233389,115.88578404420609,0.0
72.24668284466934,113.21357215450273,0.0
76.34816684141431,104.42508214992166,0.0
81.01731817933612,106.00363814385398,0.0
73.94491900118771,108.52397413701331,0.0
83.12059908526078,97.90305257158893,0.0
76.13105400448214,111.22670315994796,0.0
78.65555654722584,111.94384301577335,0.0
76.50137246003708,107.90976742713974,0.0
85.7141140725751,112.01099046714967,0.0
84.49799937716625,119.19076482987768,0.0
76.54045965059377,109.70737186315021,0.0
78.18193893893073,117.09451817139039,0.0
86.53571377141213,123.75706813311619,0.0
81.70575987408321,109.37406872100478,0.0
79.72226150551691,117.34877786049817,0.0
76.68688120527077,107.73515901150168,0.0
72.42576387657067,100.31655545136366,0.0
77.19909479901516,119.92042349536523,0.0
39.2423571346454,146.7603564440678,1.0
82.86291390678079,102.55097355193551,0.0
46.15771149771142,127.84677945763883,1.0
79.58924410803715,104.04338705956508,0.0
81.63066511121059,99.99668675394426,0.0
87.39972069445012,135.58199285668252,0.0
81.48492336616593,101.53038651681672,0.0
81.44584321953909,122.65707840864701,0.0
40.002070649181974,127.98192043046969,1.0
83.1620386952776,103.77350638265548,0.0
81.71362673188852,88.64325786021304,0.0
82.31051737131635,111.41716913639905,0.0
81.16024968678818,95.15102031550097,0.0
75.92094857517282,112.81191423969376,0.0
81.17807279054283,93.8486818409449,0.0
66.90127447955128,119.9626681944714,0.0
70.23956100238749,96.68767046442221,0.0
85.8158187607748,99.07687235327421,0.0
85.15499761247976,104.4969484615458,0.0
81.46536236649341,126.4201516013637,0.0
80.1050192081638,96.8816376764984,0.0
42.13293707372939,192.85345906511927,1.0
74.61127611035347,108.52997998371511,0.0
72.38406547608113,100.80615408413577,0.0
85.58647915794064,123.74438093170818,0.0
70.43359877671101,103.10812181910433,0.0
80.92418061847437,119.52874547202939,0.0
83.87317026714669,109.44230922342294,0.0
78.84532734895662,121.87386051564751,0.0
87.96593313319698,128.73297776217547,0.0
77.41977635891313,109.39339186185379,0.0
75.80139078909612,116.7792587133927,0.0
85.4039036277731,95.42448500535069,0.0
82.46225632004075,99.72324859074041,0.0
82.60970782808448,125.94505063224972,0.0
81.62041984697397,103.7443729849047,0.0
74.68848143136948,126.13711269058646,0.0
82.91964092662982,101.90396480078354,0.0
86.39225931303649,113.69642192198094,0.0
85.74636663142837,107.53937511870052,0.0
75.10813611192484,106.50683203881802,0.0
89.41012248237517,119.19228934575203,0.0
85.44475298483682,108.70179300266574,0.0
75.0519758987071,105.52678104341248,0.0
77.82751886283842,91.96860323744055,0.0
77.3456561353984,126.15582823548232,0.0
82.64902088957642,126.6125921454787,0.0
76.59474171262559,80.5961136533572,0.0
88.34510762644696,124.12220555415429,0.0
85.89720060360644,106.34678448687892,0.0
81.42932695362452,120.32546204341658,0.0
79.83652625952953,121.73473857485325,0.0
82.52493639490228,104.18319086051356,0.0
77.37739866860113,100.96298139269872,0.0
77.34749426194736,98.04116937964815,0.0
77.23175347326409,122.89752754082745,0.0
75.52696348890248,118.95038314076115,0.0
81.35789418597686,108.3986720443336,0.0
81.55453782799002,98.2988697394064,0.0
84.86277224813365,111.94607455237242,0.0
74.35474114391386,109.75804393609084,0.0
81.83299123048424,104.71383318250243,0.0
88.76135221711812,125.21316051922452,0.0
48.74389180712728,153.64569806487532,1.0
82.93428546900135,126.33431532301096,0.0
72.84612448940976,121.33770096867065,0.0
73.32327820644949,109.16894427371305,0.0
71.48708197881079,106.96820217165724,0.0
89.38085419607943,125.61511196726853,0.0
41.52354872033722,164.87906395817,1.0
83.57000247046047,119.40771187988216,0.0
87.2557180389752,96.28098857068643,0.0
79.67124869463507,129.58347454220595,0.0
83.27182828177028,107.08188731084456,0.0
